Entity,Code,Date,Total confirmed deaths per million (deaths per million),Daily confirmed deaths per million (deaths per million)
Democratic Republic of Congo,COD,"May 8, 2020",0.402,
Democratic Republic of Congo,COD,"May 9, 2020",0.435,0.033
Denmark,DNK,"Mar 16, 2020",0.173,0.173
Denmark,DNK,"Mar 17, 2020",0.173,
Denmark,DNK,"Mar 18, 2020",0.691,0.518
Denmark,DNK,"Mar 19, 2020",0.691,
Denmark,DNK,"Mar 20, 2020",1.036,0.345
Denmark,DNK,"Mar 21, 2020",1.554,0.518
Denmark,DNK,"Mar 22, 2020",2.244,0.691
Denmark,DNK,"Mar 23, 2020",2.244,
Denmark,DNK,"Mar 24, 2020",4.144,1.899
Denmark,DNK,"Mar 25, 2020",5.525,1.381
Denmark,DNK,"Mar 26, 2020",5.87,0.345
Denmark,DNK,"Mar 27, 2020",7.078,1.209
Denmark,DNK,"Mar 28, 2020",8.978,1.899
Denmark,DNK,"Mar 29, 2020",11.222,2.244
Denmark,DNK,"Mar 30, 2020",12.431,1.209
Denmark,DNK,"Mar 31, 2020",13.294,0.863
Denmark,DNK,"Apr 1, 2020",15.538,2.244
Denmark,DNK,"Apr 2, 2020",17.955,2.417
Denmark,DNK,"Apr 3, 2020",21.235,3.28
Denmark,DNK,"Apr 4, 2020",23.998,2.762
Denmark,DNK,"Apr 5, 2020",27.796,3.798
Denmark,DNK,"Apr 6, 2020",30.904,3.108
Denmark,DNK,"Apr 7, 2020",32.285,1.381
Denmark,DNK,"Apr 8, 2020",35.047,2.762
Denmark,DNK,"Apr 9, 2020",37.637,2.59
Denmark,DNK,"Apr 10, 2020",40.917,3.28
Denmark,DNK,"Apr 11, 2020",42.644,1.726
Denmark,DNK,"Apr 12, 2020",44.888,2.244
Denmark,DNK,"Apr 13, 2020",47.132,2.244
Denmark,DNK,"Apr 14, 2020",49.204,2.072
Denmark,DNK,"Apr 15, 2020",51.621,2.417
Denmark,DNK,"Apr 16, 2020",53.348,1.726
Denmark,DNK,"Apr 17, 2020",55.419,2.072
Denmark,DNK,"Apr 18, 2020",58.009,2.59
Denmark,DNK,"Apr 19, 2020",59.735,1.726
Denmark,DNK,"Apr 20, 2020",61.289,1.554
Denmark,DNK,"Apr 21, 2020",62.843,1.554
Denmark,DNK,"Apr 22, 2020",63.879,1.036
Denmark,DNK,"Apr 23, 2020",66.296,2.417
Denmark,DNK,"Apr 24, 2020",68.022,1.726
Denmark,DNK,"Apr 25, 2020",69.576,1.554
Denmark,DNK,"Apr 26, 2020",72.166,2.59
Denmark,DNK,"Apr 27, 2020",72.857,0.691
Denmark,DNK,"Apr 28, 2020",73.72,0.863
Denmark,DNK,"Apr 29, 2020",74.928,1.209
Denmark,DNK,"Apr 30, 2020",76.482,1.554
Denmark,DNK,"May 1, 2020",78.036,1.554
Denmark,DNK,"May 2, 2020",79.417,1.381
Denmark,DNK,"May 3, 2020",82.007,2.59
Denmark,DNK,"May 4, 2020",83.561,1.554
Denmark,DNK,"May 5, 2020",85.114,1.554
Denmark,DNK,"May 6, 2020",86.841,1.726
Denmark,DNK,"May 7, 2020",87.359,0.518
Denmark,DNK,"May 8, 2020",88.74,1.381
Denmark,DNK,"May 9, 2020",90.121,1.381
Djibouti,DJI,"Apr 10, 2020",1.012,1.012
Djibouti,DJI,"Apr 11, 2020",1.012,
Djibouti,DJI,"Apr 12, 2020",2.024,1.012
Djibouti,DJI,"Apr 13, 2020",2.024,
Djibouti,DJI,"Apr 14, 2020",2.024,
Djibouti,DJI,"Apr 15, 2020",2.024,
Djibouti,DJI,"Apr 16, 2020",2.024,
Djibouti,DJI,"Apr 17, 2020",2.024,
Djibouti,DJI,"Apr 18, 2020",2.024,
Djibouti,DJI,"Apr 19, 2020",2.024,
Djibouti,DJI,"Apr 20, 2020",2.024,
Djibouti,DJI,"Apr 21, 2020",2.024,
Djibouti,DJI,"Apr 22, 2020",2.024,
Djibouti,DJI,"Apr 23, 2020",2.024,
Djibouti,DJI,"Apr 24, 2020",2.024,
Djibouti,DJI,"Apr 25, 2020",2.024,
Djibouti,DJI,"Apr 26, 2020",2.024,
Djibouti,DJI,"Apr 27, 2020",2.024,
Djibouti,DJI,"Apr 28, 2020",2.024,
Djibouti,DJI,"Apr 29, 2020",2.024,
Djibouti,DJI,"Apr 30, 2020",2.024,
Djibouti,DJI,"May 1, 2020",2.024,
Djibouti,DJI,"May 2, 2020",2.024,
Djibouti,DJI,"May 3, 2020",2.024,
Djibouti,DJI,"May 4, 2020",2.024,
Djibouti,DJI,"May 5, 2020",2.024,
Djibouti,DJI,"May 6, 2020",2.024,
Djibouti,DJI,"May 7, 2020",3.036,1.012
Djibouti,DJI,"May 8, 2020",3.036,
Djibouti,DJI,"May 9, 2020",3.036,
Dominican Republic,DOM,"Mar 21, 2020",0.184,0.184
Dominican Republic,DOM,"Mar 22, 2020",0.277,0.092
Dominican Republic,DOM,"Mar 23, 2020",0.277,
Dominican Republic,DOM,"Mar 24, 2020",0.277,
Dominican Republic,DOM,"Mar 25, 2020",0.553,0.277
Dominican Republic,DOM,"Mar 26, 2020",0.922,0.369
Dominican Republic,DOM,"Mar 27, 2020",0.922,
Dominican Republic,DOM,"Mar 28, 2020",1.844,0.922
Dominican Republic,DOM,"Mar 29, 2020",2.581,0.737
Dominican Republic,DOM,"Mar 30, 2020",3.595,1.014
Dominican Republic,DOM,"Mar 31, 2020",3.872,0.277
Dominican Republic,DOM,"Apr 1, 2020",4.701,0.83
Dominican Republic,DOM,"Apr 2, 2020",5.254,0.553
Dominican Republic,DOM,"Apr 3, 2020",5.531,0.277
Dominican Republic,DOM,"Apr 4, 2020",6.268,0.737
Dominican Republic,DOM,"Apr 5, 2020",7.098,0.83
Dominican Republic,DOM,"Apr 6, 2020",7.559,0.461
Dominican Republic,DOM,"Apr 7, 2020",7.928,0.369
Dominican Republic,DOM,"Apr 8, 2020",9.034,1.106
Dominican Republic,DOM,"Apr 9, 2020",9.956,0.922
Dominican Republic,DOM,"Apr 10, 2020",10.878,0.922
Dominican Republic,DOM,"Apr 11, 2020",11.615,0.737
Dominican Republic,DOM,"Apr 12, 2020",12.445,0.83
Dominican Republic,DOM,"Apr 13, 2020",15.948,3.503
Dominican Republic,DOM,"Apr 14, 2020",16.317,0.369
Dominican Republic,DOM,"Apr 15, 2020",16.87,0.553
Dominican Republic,DOM,"Apr 16, 2020",17.423,0.553
Dominican Republic,DOM,"Apr 17, 2020",18.068,0.645
Dominican Republic,DOM,"Apr 18, 2020",18.437,0.369
Dominican Republic,DOM,"Apr 19, 2020",20.004,1.567
Dominican Republic,DOM,"Apr 20, 2020",20.834,0.83
Dominican Republic,DOM,"Apr 21, 2020",21.663,0.83
Dominican Republic,DOM,"Apr 22, 2020",22.585,0.922
Dominican Republic,DOM,"Apr 23, 2020",23.968,1.383
Dominican Republic,DOM,"Apr 24, 2020",24.429,0.461
Dominican Republic,DOM,"Apr 25, 2020",24.613,0.184
Dominican Republic,DOM,"Apr 26, 2020",25.166,0.553
Dominican Republic,DOM,"Apr 27, 2020",25.627,0.461
Dominican Republic,DOM,"Apr 28, 2020",25.627,
Dominican Republic,DOM,"Apr 29, 2020",26.365,0.737
Dominican Republic,DOM,"Apr 30, 2020",27.01,0.645
Dominican Republic,DOM,"May 1, 2020",27.747,0.737
Dominican Republic,DOM,"May 2, 2020",28.854,1.106
Dominican Republic,DOM,"May 3, 2020",30.052,1.198
Dominican Republic,DOM,"May 4, 2020",30.697,0.645
Dominican Republic,DOM,"May 5, 2020",31.896,1.198
Dominican Republic,DOM,"May 6, 2020",32.633,0.737
Dominican Republic,DOM,"May 7, 2020",33.371,0.737
Dominican Republic,DOM,"May 8, 2020",34.385,1.014
Dominican Republic,DOM,"May 9, 2020",35.03,0.645
Ecuador,ECU,"Mar 14, 2020",0.057,0.057
Ecuador,ECU,"Mar 15, 2020",0.113,0.057
Ecuador,ECU,"Mar 16, 2020",0.113,
Ecuador,ECU,"Mar 17, 2020",0.113,
Ecuador,ECU,"Mar 18, 2020",0.113,
Ecuador,ECU,"Mar 19, 2020",0.17,0.057
Ecuador,ECU,"Mar 20, 2020",0.17,
Ecuador,ECU,"Mar 21, 2020",0.397,0.227
Ecuador,ECU,"Mar 22, 2020",0.397,
Ecuador,ECU,"Mar 23, 2020",0.794,0.397
Ecuador,ECU,"Mar 24, 2020",1.02,0.227
Ecuador,ECU,"Mar 25, 2020",1.53,0.51
Ecuador,ECU,"Mar 26, 2020",1.644,0.113
Ecuador,ECU,"Mar 27, 2020",1.927,0.283
Ecuador,ECU,"Mar 28, 2020",2.324,0.397
Ecuador,ECU,"Mar 29, 2020",2.721,0.397
Ecuador,ECU,"Mar 30, 2020",3.287,0.567
Ecuador,ECU,"Mar 31, 2020",3.514,0.227
Ecuador,ECU,"Apr 1, 2020",4.478,0.964
Ecuador,ECU,"Apr 2, 2020",6.802,2.324
Ecuador,ECU,"Apr 3, 2020",6.802,
Ecuador,ECU,"Apr 4, 2020",8.219,1.417
Ecuador,ECU,"Apr 5, 2020",9.749,1.53
Ecuador,ECU,"Apr 6, 2020",10.202,0.453
Ecuador,ECU,"Apr 7, 2020",10.826,0.623
Ecuador,ECU,"Apr 8, 2020",12.469,1.644
Ecuador,ECU,"Apr 9, 2020",13.716,1.247
Ecuador,ECU,"Apr 10, 2020",15.417,1.7
Ecuador,ECU,"Apr 11, 2020",16.834,1.417
Ecuador,ECU,"Apr 12, 2020",17.854,1.02
Ecuador,ECU,"Apr 13, 2020",18.874,1.02
Ecuador,ECU,"Apr 14, 2020",20.121,1.247
Ecuador,ECU,"Apr 15, 2020",20.121,
Ecuador,ECU,"Apr 16, 2020",21.992,1.87
Ecuador,ECU,"Apr 17, 2020",22.842,0.85
Ecuador,ECU,"Apr 18, 2020",23.862,1.02
Ecuador,ECU,"Apr 19, 2020",25.846,1.984
Ecuador,ECU,"Apr 20, 2020",26.866,1.02
Ecuador,ECU,"Apr 21, 2020",28.737,1.87
Ecuador,ECU,"Apr 22, 2020",29.473,0.737
Ecuador,ECU,"Apr 23, 2020",30.437,0.964
Ecuador,ECU,"Apr 24, 2020",31.741,1.304
Ecuador,ECU,"Apr 25, 2020",32.647,0.907
Ecuador,ECU,"Apr 26, 2020",32.647,
Ecuador,ECU,"Apr 27, 2020",32.647,
Ecuador,ECU,"Apr 28, 2020",37.579,4.931
Ecuador,ECU,"Apr 29, 2020",49.368,11.789
Ecuador,ECU,"Apr 30, 2020",50.048,0.68
Ecuador,ECU,"May 1, 2020",51.012,0.964
Ecuador,ECU,"May 2, 2020",60.25,9.239
Ecuador,ECU,"May 3, 2020",77.708,17.457
Ecuador,ECU,"May 4, 2020",88.647,10.939
Ecuador,ECU,"May 5, 2020",88.93,0.283
Ecuador,ECU,"May 6, 2020",88.93,
Ecuador,ECU,"May 7, 2020",91.707,2.777
Ecuador,ECU,"May 8, 2020",93.748,2.04
Ecuador,ECU,"May 9, 2020",96.582,2.834
Egypt,EGY,"Mar 9, 2020",0.01,0.01
Egypt,EGY,"Mar 10, 2020",0.01,
Egypt,EGY,"Mar 11, 2020",0.01,
Egypt,EGY,"Mar 12, 2020",0.01,
Egypt,EGY,"Mar 13, 2020",0.02,0.01
Egypt,EGY,"Mar 14, 2020",0.02,
Egypt,EGY,"Mar 15, 2020",0.02,
Egypt,EGY,"Mar 16, 2020",0.02,
Egypt,EGY,"Mar 17, 2020",0.02,
Egypt,EGY,"Mar 18, 2020",0.039,0.02
Egypt,EGY,"Mar 19, 2020",0.059,0.02
Egypt,EGY,"Mar 20, 2020",0.059,
Egypt,EGY,"Mar 21, 2020",0.068,0.01
Egypt,EGY,"Mar 22, 2020",0.078,0.01
Egypt,EGY,"Mar 23, 2020",0.098,0.02
Egypt,EGY,"Mar 24, 2020",0.137,0.039
Egypt,EGY,"Mar 25, 2020",0.186,0.049
Egypt,EGY,"Mar 26, 2020",0.205,0.02
Egypt,EGY,"Mar 27, 2020",0.205,
Egypt,EGY,"Mar 28, 2020",0.235,0.029
Egypt,EGY,"Mar 29, 2020",0.293,0.059
Egypt,EGY,"Mar 30, 2020",0.352,0.059
Egypt,EGY,"Mar 31, 2020",0.391,0.039
Egypt,EGY,"Apr 1, 2020",0.401,0.01
Egypt,EGY,"Apr 2, 2020",0.45,0.049
Egypt,EGY,"Apr 3, 2020",0.508,0.059
Egypt,EGY,"Apr 4, 2020",0.508,
Egypt,EGY,"Apr 5, 2020",0.645,0.137
Egypt,EGY,"Apr 6, 2020",0.694,0.049
Egypt,EGY,"Apr 7, 2020",0.762,0.068
Egypt,EGY,"Apr 8, 2020",0.831,0.068
Egypt,EGY,"Apr 9, 2020",1.007,0.176
Egypt,EGY,"Apr 10, 2020",1.153,0.147
Egypt,EGY,"Apr 11, 2020",1.319,0.166
Egypt,EGY,"Apr 12, 2020",1.427,0.107
Egypt,EGY,"Apr 13, 2020",1.554,0.127
Egypt,EGY,"Apr 14, 2020",1.603,0.049
Egypt,EGY,"Apr 15, 2020",1.739,0.137
Egypt,EGY,"Apr 16, 2020",1.788,0.049
Egypt,EGY,"Apr 17, 2020",1.915,0.127
Egypt,EGY,"Apr 18, 2020",2.003,0.088
Egypt,EGY,"Apr 19, 2020",2.189,0.186
Egypt,EGY,"Apr 20, 2020",2.335,0.147
Egypt,EGY,"Apr 21, 2020",2.443,0.107
Egypt,EGY,"Apr 22, 2020",2.58,0.137
Egypt,EGY,"Apr 23, 2020",2.58,
Egypt,EGY,"Apr 24, 2020",2.697,0.117
Egypt,EGY,"Apr 25, 2020",2.873,0.176
Egypt,EGY,"Apr 26, 2020",3,0.127
Egypt,EGY,"Apr 27, 2020",3,
Egypt,EGY,"Apr 28, 2020",3.293,0.293
Egypt,EGY,"Apr 29, 2020",3.508,0.215
Egypt,EGY,"Apr 30, 2020",3.713,0.205
Egypt,EGY,"May 1, 2020",3.831,0.117
Egypt,EGY,"May 2, 2020",3.967,0.137
Egypt,EGY,"May 3, 2020",4.055,0.088
Egypt,EGY,"May 4, 2020",4.192,0.137
Egypt,EGY,"May 5, 2020",4.261,0.068
Egypt,EGY,"May 6, 2020",4.417,0.156
Egypt,EGY,"May 7, 2020",4.583,0.166
Egypt,EGY,"May 8, 2020",4.71,0.127
Egypt,EGY,"May 9, 2020",4.915,0.205
El Salvador,SLV,"Apr 1, 2020",0.154,0.154
El Salvador,SLV,"Apr 2, 2020",0.308,0.154
El Salvador,SLV,"Apr 3, 2020",0.308,
El Salvador,SLV,"Apr 4, 2020",0.463,0.154
El Salvador,SLV,"Apr 5, 2020",0.463,
El Salvador,SLV,"Apr 6, 2020",0.463,
El Salvador,SLV,"Apr 7, 2020",0.617,0.154
El Salvador,SLV,"Apr 8, 2020",0.617,
El Salvador,SLV,"Apr 9, 2020",0.771,0.154
El Salvador,SLV,"Apr 10, 2020",0.925,0.154
El Salvador,SLV,"Apr 11, 2020",0.925,
El Salvador,SLV,"Apr 12, 2020",0.925,
El Salvador,SLV,"Apr 13, 2020",0.925,
El Salvador,SLV,"Apr 14, 2020",0.925,
El Salvador,SLV,"Apr 15, 2020",0.925,
El Salvador,SLV,"Apr 16, 2020",0.925,
El Salvador,SLV,"Apr 17, 2020",0.925,
El Salvador,SLV,"Apr 18, 2020",1.079,0.154
El Salvador,SLV,"Apr 19, 2020",1.079,
El Salvador,SLV,"Apr 20, 2020",1.079,
El Salvador,SLV,"Apr 21, 2020",1.079,
El Salvador,SLV,"Apr 22, 2020",1.079,
El Salvador,SLV,"Apr 23, 2020",1.233,0.154
El Salvador,SLV,"Apr 24, 2020",1.233,
El Salvador,SLV,"Apr 25, 2020",1.233,
El Salvador,SLV,"Apr 26, 2020",1.233,
El Salvador,SLV,"Apr 27, 2020",1.233,
El Salvador,SLV,"Apr 28, 2020",1.233,
El Salvador,SLV,"Apr 29, 2020",1.388,0.154
El Salvador,SLV,"Apr 30, 2020",1.388,
El Salvador,SLV,"May 1, 2020",1.542,0.154
El Salvador,SLV,"May 2, 2020",1.542,
El Salvador,SLV,"May 3, 2020",1.696,0.154
El Salvador,SLV,"May 4, 2020",1.85,0.154
El Salvador,SLV,"May 5, 2020",2.004,0.154
El Salvador,SLV,"May 6, 2020",2.158,0.154
El Salvador,SLV,"May 7, 2020",2.313,0.154
El Salvador,SLV,"May 8, 2020",2.313,
El Salvador,SLV,"May 9, 2020",2.467,0.154
Equatorial Guinea,GNQ,"Apr 24, 2020",0.713,0.713
Equatorial Guinea,GNQ,"Apr 25, 2020",0.713,
Equatorial Guinea,GNQ,"Apr 26, 2020",0.713,
Equatorial Guinea,GNQ,"Apr 27, 2020",0.713,
Equatorial Guinea,GNQ,"Apr 28, 2020",0.713,
Equatorial Guinea,GNQ,"Apr 29, 2020",0.713,
Equatorial Guinea,GNQ,"Apr 30, 2020",0.713,
Equatorial Guinea,GNQ,"May 1, 2020",0.713,
Equatorial Guinea,GNQ,"May 2, 2020",0.713,
Equatorial Guinea,GNQ,"May 3, 2020",0.713,
Equatorial Guinea,GNQ,"May 4, 2020",0.713,
Equatorial Guinea,GNQ,"May 5, 2020",1.426,0.713
Equatorial Guinea,GNQ,"May 6, 2020",2.851,1.426
Equatorial Guinea,GNQ,"May 7, 2020",2.851,
Equatorial Guinea,GNQ,"May 8, 2020",2.851,
Equatorial Guinea,GNQ,"May 9, 2020",2.851,
Estonia,EST,"Mar 26, 2020",0.754,0.754
Estonia,EST,"Mar 27, 2020",0.754,
Estonia,EST,"Mar 28, 2020",0.754,
Estonia,EST,"Mar 29, 2020",0.754,
Estonia,EST,"Mar 30, 2020",2.262,1.508
Estonia,EST,"Mar 31, 2020",2.262,
Estonia,EST,"Apr 1, 2020",3.015,0.754
Estonia,EST,"Apr 2, 2020",3.769,0.754
Estonia,EST,"Apr 3, 2020",8.292,4.523
Estonia,EST,"Apr 4, 2020",9.046,0.754
Estonia,EST,"Apr 5, 2020",9.8,0.754
Estonia,EST,"Apr 6, 2020",11.308,1.508
Estonia,EST,"Apr 7, 2020",14.323,3.015
Estonia,EST,"Apr 8, 2020",15.831,1.508
Estonia,EST,"Apr 9, 2020",18.092,2.262
Estonia,EST,"Apr 10, 2020",18.092,
Estonia,EST,"Apr 11, 2020",18.092,
Estonia,EST,"Apr 12, 2020",18.092,
Estonia,EST,"Apr 13, 2020",18.846,0.754
Estonia,EST,"Apr 14, 2020",21.108,2.262
Estonia,EST,"Apr 15, 2020",23.369,2.262
Estonia,EST,"Apr 16, 2020",26.384,3.015
Estonia,EST,"Apr 17, 2020",27.138,0.754
Estonia,EST,"Apr 18, 2020",28.646,1.508
Estonia,EST,"Apr 19, 2020",28.646,
Estonia,EST,"Apr 20, 2020",30.154,1.508
Estonia,EST,"Apr 21, 2020",30.154,
Estonia,EST,"Apr 22, 2020",32.415,2.262
Estonia,EST,"Apr 23, 2020",33.169,0.754
Estonia,EST,"Apr 24, 2020",33.923,0.754
Estonia,EST,"Apr 25, 2020",34.677,0.754
Estonia,EST,"Apr 26, 2020",34.677,
Estonia,EST,"Apr 27, 2020",36.938,2.262
Estonia,EST,"Apr 28, 2020",37.692,0.754
Estonia,EST,"Apr 29, 2020",37.692,
Estonia,EST,"Apr 30, 2020",37.692,
Estonia,EST,"May 1, 2020",39.2,1.508
Estonia,EST,"May 2, 2020",39.2,
Estonia,EST,"May 3, 2020",39.954,0.754
Estonia,EST,"May 4, 2020",41.461,1.508
Estonia,EST,"May 5, 2020",41.461,
Estonia,EST,"May 6, 2020",41.461,
Estonia,EST,"May 7, 2020",41.461,
Estonia,EST,"May 8, 2020",42.215,0.754
Estonia,EST,"May 9, 2020",42.215,
Ethiopia,ETH,"Apr 6, 2020",0.017,0.017
Ethiopia,ETH,"Apr 7, 2020",0.017,
Ethiopia,ETH,"Apr 8, 2020",0.017,
Ethiopia,ETH,"Apr 9, 2020",0.017,
Ethiopia,ETH,"Apr 10, 2020",0.017,
Ethiopia,ETH,"Apr 11, 2020",0.017,
Ethiopia,ETH,"Apr 12, 2020",0.026,0.009
Ethiopia,ETH,"Apr 13, 2020",0.026,
Ethiopia,ETH,"Apr 14, 2020",0.026,
Ethiopia,ETH,"Apr 15, 2020",0.026,
Ethiopia,ETH,"Apr 16, 2020",0.026,
Ethiopia,ETH,"Apr 17, 2020",0.026,
Ethiopia,ETH,"Apr 18, 2020",0.026,
Ethiopia,ETH,"Apr 19, 2020",0.026,
Ethiopia,ETH,"Apr 20, 2020",0.026,
Ethiopia,ETH,"Apr 21, 2020",0.026,
Ethiopia,ETH,"Apr 22, 2020",0.026,
Ethiopia,ETH,"Apr 23, 2020",0.026,
Ethiopia,ETH,"Apr 24, 2020",0.026,
Ethiopia,ETH,"Apr 25, 2020",0.026,
Ethiopia,ETH,"Apr 26, 2020",0.026,
Ethiopia,ETH,"Apr 27, 2020",0.026,
Ethiopia,ETH,"Apr 28, 2020",0.026,
Ethiopia,ETH,"Apr 29, 2020",0.026,
Ethiopia,ETH,"Apr 30, 2020",0.026,
Ethiopia,ETH,"May 1, 2020",0.026,
Ethiopia,ETH,"May 2, 2020",0.026,
Ethiopia,ETH,"May 3, 2020",0.026,
Ethiopia,ETH,"May 4, 2020",0.026,
Ethiopia,ETH,"May 5, 2020",0.026,
Ethiopia,ETH,"May 6, 2020",0.035,0.009
Ethiopia,ETH,"May 7, 2020",0.035,
Ethiopia,ETH,"May 8, 2020",0.035,
Ethiopia,ETH,"May 9, 2020",0.035,
Europe,,"Feb 15, 2020",0.001,0.001
Europe,,"Feb 16, 2020",0.001,
Europe,,"Feb 17, 2020",0.001,
Europe,,"Feb 18, 2020",0.001,
Europe,,"Feb 19, 2020",0.001,
Europe,,"Feb 20, 2020",0.001,
Europe,,"Feb 21, 2020",0.001,
Europe,,"Feb 22, 2020",0.001,
Europe,,"Feb 23, 2020",0.004,0.003
Europe,,"Feb 24, 2020",0.004,
Europe,,"Feb 25, 2020",0.009,0.005
Europe,,"Feb 26, 2020",0.016,0.007
Europe,,"Feb 27, 2020",0.019,0.003
Europe,,"Feb 28, 2020",0.025,0.007
Europe,,"Feb 29, 2020",0.031,0.005
Europe,,"Mar 1, 2020",0.041,0.011
Europe,,"Mar 2, 2020",0.051,0.009
Europe,,"Mar 3, 2020",0.075,0.024
Europe,,"Mar 4, 2020",0.114,0.039
Europe,,"Mar 5, 2020",0.151,0.037
Europe,,"Mar 6, 2020",0.214,0.063
Europe,,"Mar 7, 2020",0.288,0.074
Europe,,"Mar 8, 2020",0.338,0.051
Europe,,"Mar 9, 2020",0.532,0.194
Europe,,"Mar 10, 2020",0.714,0.182
Europe,,"Mar 11, 2020",0.959,0.245
Europe,,"Mar 12, 2020",1.273,0.314
Europe,,"Mar 13, 2020",1.605,0.332
Europe,,"Mar 14, 2020",2.024,0.419
Europe,,"Mar 15, 2020",2.342,0.318
Europe,,"Mar 16, 2020",3.137,0.795
Europe,,"Mar 17, 2020",3.71,0.574
Europe,,"Mar 18, 2020",4.521,0.811
Europe,,"Mar 19, 2020",5.485,0.964
Europe,,"Mar 20, 2020",6.621,1.136
Europe,,"Mar 21, 2020",8.032,1.411
Europe,,"Mar 22, 2020",9.923,1.891
Europe,,"Mar 23, 2020",11.657,1.733
Europe,,"Mar 24, 2020",13.606,1.949
Europe,,"Mar 25, 2020",16.075,2.469
Europe,,"Mar 26, 2020",18.867,2.793
Europe,,"Mar 27, 2020",21.813,2.945
Europe,,"Mar 28, 2020",25.454,3.641
Europe,,"Mar 29, 2020",29.062,3.609
Europe,,"Mar 30, 2020",32.432,3.369
Europe,,"Mar 31, 2020",36.302,3.871
Europe,,"Apr 1, 2020",40.793,4.49
Europe,,"Apr 2, 2020",45.308,4.516
Europe,,"Apr 3, 2020",50.099,4.791
Europe,,"Apr 4, 2020",56.973,6.874
Europe,,"Apr 5, 2020",62.399,5.426
Europe,,"Apr 6, 2020",66.369,3.97
Europe,,"Apr 7, 2020",70.913,4.544
Europe,,"Apr 8, 2020",77.753,6.84
Europe,,"Apr 9, 2020",82.932,5.179
Europe,,"Apr 10, 2020",89.362,6.43
Europe,,"Apr 11, 2020",95.275,5.913
Europe,,"Apr 12, 2020",99.92,4.645
Europe,,"Apr 13, 2020",103.976,4.055
Europe,,"Apr 14, 2020",108.237,4.261
Europe,,"Apr 15, 2020",113.962,5.725
Europe,,"Apr 16, 2020",120.333,6.371
Europe,,"Apr 17, 2020",125.974,5.642
Europe,,"Apr 18, 2020",131.177,5.203
Europe,,"Apr 19, 2020",136.09,4.913
Europe,,"Apr 20, 2020",139.359,3.269
Europe,,"Apr 21, 2020",142.987,3.627
Europe,,"Apr 22, 2020",148.096,5.109
Europe,,"Apr 23, 2020",152.598,4.502
Europe,,"Apr 24, 2020",156.691,4.093
Europe,,"Apr 25, 2020",160.911,4.22
Europe,,"Apr 26, 2020",164.857,3.946
Europe,,"Apr 27, 2020",166.878,2.021
Europe,,"Apr 28, 2020",170.029,3.151
Europe,,"Apr 29, 2020",173.922,3.892
Europe,,"Apr 30, 2020",177.584,3.662
Europe,,"May 1, 2020",180.454,2.87
Europe,,"May 2, 2020",183.588,3.134
Europe,,"May 3, 2020",186.092,2.504
Europe,,"May 4, 2020",187.737,1.645
Europe,,"May 5, 2020",189.786,2.049
Europe,,"May 6, 2020",192.697,2.911
Europe,,"May 7, 2020",195.856,3.159
Europe,,"May 8, 2020",198.302,2.446
Europe,,"May 9, 2020",200.713,2.41
Finland,FIN,"Mar 22, 2020",0.18,0.18
Finland,FIN,"Mar 23, 2020",0.18,
Finland,FIN,"Mar 24, 2020",0.18,
Finland,FIN,"Mar 25, 2020",0.18,
Finland,FIN,"Mar 26, 2020",0.541,0.361
Finland,FIN,"Mar 27, 2020",0.722,0.18
Finland,FIN,"Mar 28, 2020",1.263,0.541
Finland,FIN,"Mar 29, 2020",1.624,0.361
Finland,FIN,"Mar 30, 2020",1.985,0.361
Finland,FIN,"Mar 31, 2020",2.346,0.361
Finland,FIN,"Apr 1, 2020",3.068,0.722
Finland,FIN,"Apr 2, 2020",3.068,
Finland,FIN,"Apr 3, 2020",3.429,0.361
Finland,FIN,"Apr 4, 2020",3.61,0.18
Finland,FIN,"Apr 5, 2020",4.512,0.902
Finland,FIN,"Apr 6, 2020",4.873,0.361
Finland,FIN,"Apr 7, 2020",4.873,
Finland,FIN,"Apr 8, 2020",6.136,1.263
Finland,FIN,"Apr 9, 2020",7.219,1.083
Finland,FIN,"Apr 10, 2020",7.58,0.361
Finland,FIN,"Apr 11, 2020",8.663,1.083
Finland,FIN,"Apr 12, 2020",8.844,0.18
Finland,FIN,"Apr 13, 2020",10.107,1.263
Finland,FIN,"Apr 14, 2020",10.648,0.541
Finland,FIN,"Apr 15, 2020",11.551,0.902
Finland,FIN,"Apr 16, 2020",12.995,1.444
Finland,FIN,"Apr 17, 2020",13.536,0.541
Finland,FIN,"Apr 18, 2020",14.8,1.263
Finland,FIN,"Apr 19, 2020",16.243,1.444
Finland,FIN,"Apr 20, 2020",16.965,0.722
Finland,FIN,"Apr 21, 2020",17.687,0.722
Finland,FIN,"Apr 22, 2020",25.448,7.761
Finland,FIN,"Apr 23, 2020",26.892,1.444
Finland,FIN,"Apr 24, 2020",31.043,4.151
Finland,FIN,"Apr 25, 2020",31.945,0.902
Finland,FIN,"Apr 26, 2020",33.57,1.624
Finland,FIN,"Apr 27, 2020",34.292,0.722
Finland,FIN,"Apr 28, 2020",34.833,0.541
Finland,FIN,"Apr 29, 2020",35.916,1.083
Finland,FIN,"Apr 30, 2020",37.179,1.263
Finland,FIN,"May 1, 2020",38.082,0.902
Finland,FIN,"May 2, 2020",39.345,1.263
Finland,FIN,"May 3, 2020",39.706,0.361
Finland,FIN,"May 4, 2020",41.511,1.805
Finland,FIN,"May 5, 2020",43.316,1.805
Finland,FIN,"May 6, 2020",44.399,1.083
